x,y
1.1751E+01,1.1481E+01
1.1222E+01,1.3534E+01
1.3093E+01,1.3156E+01
1.3153E+01,1.2571E+01
1.183E+01,1.1018E+01
1.1702E+01,1.1167E+01
1.1724E+01,1.1127E+01
1.2245E+01,1.334E+01
1.3459E+01,1.1948E+01
1.273E+01,1.2974E+01
1.1129E+01,1.1899E+01
1.257E+01,1.1802E+01
1.3579E+01,1.1643E+01
1.2794E+01,1.1370E+01
1.3062E+01,1.3273E+01
1.3680E+01,1.2211E+01
1.2112E+01,1.3493E+01
1.2330E+01,1.188E+01
1.2E+01,1.2593E+01
1.2510E+01,1.2422E+01
1.2378E+01,1.12E+01
1.258E+01,1.213E+01
1.368E+01,1.166E+01
1.1254E+01,1.33E+01
1.172E+01,1.2846E+01
1.19E+01,1.163E+01
1.2119E+01,1.25E+01
1.167E+01,1.2919E+01
1.106E+01,1.1477E+01
1.2326E+01,1.2732E+01
1.1989E+01,1.2371E+01
1.2527E+01,1.2507E+01
1.205E+01,1.2156E+01
1.280E+01,1.213E+01
1.1634E+01,1.0921E+01
1.1290E+01,1.3625E+01
1.2489E+01,1.144E+01
1.370E+01,1.3208E+01
1.1526E+01,1.0375E+01
1.2424E+01,1.1652E+01
1.3300E+01,1.05E+01
1.2181E+01,1.420E+01
1.3367E+01,1.3222E+01
1.2327E+01,1.0925E+01
1.390E+01,1.1425E+01
1.029E+01,1.179E+01
1.1159E+01,1.3490E+01
1.2209E+01,1.2407E+01
1.2988E+01,1.3251E+01
1.3478E+01,1.2912E+01
1.3536E+01,1.279E+01
1.3768E+01,1.264E+01
1.3855E+01,1.2736E+01
1.332E+01,1.249E+01
1.2825E+01,1.2610E+01
1.1700E+01,1.3352E+01
1.3221E+01,1.3940E+01
1.3212E+01,1.2944E+01
1.085E+01,1.1459E+01
1.2445E+01,1.2052E+01
1.284E+01,1.2984E+01
1.293E+01,1.292E+01
1.1423E+01,1.3452E+01
1.2038E+01,1.2405E+01
1.31E+01,1.2433E+01
1.2785E+01,1.2728E+01
1.2234E+01,1.3740E+01
1.2374E+01,1.3471E+01
1.2503E+01,1.3226E+01
1.0677E+01,1.1880E+01
1.2857E+01,1.123E+01
1.3826E+01,1.1636E+01
1.0443E+01,1.2161E+01
1.260E+01,1.2796E+01
1.249E+01,1.2755E+01
1.3256E+01,1.2351E+01
1.1930E+01,1.32E+01
1.2236E+01,1.2113E+01
1.2911E+01,1.1443E+01
1.2443E+01,1.4256E+01
1.36E+01,1.120E+01
1.3838E+01,1.4547E+01
1.2103E+01,1.2162E+01
1.299E+01,1.303E+01
1.200E+01,1.1970E+01
1.3750E+01,1.1129E+01
1.0671E+01,1.2633E+01
1.1810E+01,1.2674E+01
1.5545E+01,1.2282E+01
1.3096E+01,1.3163E+01
1.3315E+01,1.26E+01
1.3411E+01,1.1418E+01
1.2237E+01,1.284E+01
1.2127E+01,1.2361E+01
1.2753E+01,1.2973E+01
1.2832E+01,1.223E+01
1.2386E+01,1.2876E+01
1.0571E+01,1.2063E+01
1.346E+01,1.238E+01
1.1925E+01,1.1247E+01
1.3453E+01,1.3110E+01
1.247E+01,1.3832E+01
1.2484E+01,1.2176E+01
1.1932E+01,1.1898E+01
1.0909E+01,1.1501E+01
