x,y
7.6551903E+00,7.4189596E+00
7.5804387E+00,9.7152008E+00
9.4574058E+00,8.3237335E+00
9.4597928E+00,6.8730904E+00
9.7432896E+00,6.825797E+00
8.6384313E+00,8.0765187E+00
6.6111641E+00,7.5576624E+00
5.7507938E+00,8.2404203E+00
6.7393383E+00,8.2097332E+00
8.2075429E+00,6.6483037E+00
7.4350966E+00,7.9179241E+00
7.4209398E+00,8.1004383E+00
7.3360219E+00,6.3263996E+00
8.7717169E+00,7.4204319E+00
8.5257523E+00,7.4066853E+00
7.3823581E+00,4.5345225E+00
8.0220765E+00,6.9248478E+00
9.0545111E+00,8.4441343E+00
7.2798436E+00,5.7674622E+00
4.6360888E+00,7.4645768E+00
8.5665008E+00,7.1987753E+00
4.4538562E+00,6.9573022E+00
7.6856523E+00,5.8858612E+00
7.4167457E+00,7.7199613E+00
7.1882085E+00,8.1206489E+00
6.8263406E+00,8.5674487E+00
8.1033458E+00,7.1439204E+00
8.7768801E+00,8.3203469E+00
8.0591227E+00,8.0007559E+00
7.9343673E+00,7.2553274E+00
7.3506978E+00,8.3702309E+00
8.4919915E+00,8.1439128E+00
8.0772613E+00,7.325451E+00
5.3596668E+00,5.1340893E+00
7.8521455E+00,9.1358574E+00
7.9858323E+00,8.4355743E+00
7.0123392E+00,8.2103155E+00
7.4390584E+00,7.0191812E+00
6.8343871E+00,7.0446172E+00
7.3577747E+00,8.5294469E+00
7.3488467E+00,8.9446151E+00
7.8187199E+00,7.6260976E+00
6.3812226E+00,8.4832898E+00
7.9833452E+00,9.0179506E+00
8.0089896E+00,8.5010617E+00
6.6451312E+00,8.3180621E+00
7.5357403E+00,5.8849502E+00
7.1437146E+00,8.8772477E+00
8.3490464E+00,6.8001905E+00
7.6354377E+00,7.6193261E+00
8.259928E+00,7.1494492E+00
6.0215841E+00,7.4143491E+00
7.7198318E+00,5.810382E+00
6.2946102E+00,6.5639242E+00
7.7080916E+00,7.4156231E+00
6.8209611E+00,8.2798602E+00
8.1364586E+00,8.6990309E+00
6.6917173E+00,6.6506488E+00
7.5811519E+00,7.6610149E+00
7.6469323E+00,8.5570562E+00
7.270989E+00,7.4019752E+00
9.1788179E+00,8.1935788E+00
8.7380889E+00,6.4956656E+00
6.8373139E+00,6.9477599E+00
5.5067775E+00,8.6693347E+00
5.2615412E+00,5.5516669E+00
6.639182E+00,7.0984007E+00
5.3728216E+00,7.5639587E+00
7.2543052E+00,5.513191E+00
8.150783E+00,8.4956192E+00
8.982731E+00,7.7260851E+00
8.0689577E+00,8.3851607E+00
6.827712E+00,7.2482653E+00
6.1233409E+00,8.429626E+00
8.7204796E+00,7.5119947E+00
7.3285314E+00,6.4624697E+00
1.0311E+01,6.610462E+00
7.4353914E+00,8.3779859E+00
6.9284817E+00,8.150169E+00
6.962301E+00,7.6071571E+00
8.9388266E+00,7.4828333E+00
6.8099878E+00,7.3127547E+00
7.8187151E+00,6.865824E+00
9.8360246E+00,8.891424E+00
8.0989858E+00,8.1838045E+00
7.7415086E+00,6.1228946E+00
8.6982187E+00,5.924574E+00
8.41092E+00,8.4311456E+00
7.336288E+00,7.5602697E+00
7.9453519E+00,7.1324821E+00
7.2742532E+00,8.0295549E+00
7.4212151E+00,5.6200744E+00
6.6813272E+00,7.2838315E+00
7.3573129E+00,8.1240957E+00
7.289191E+00,5.4209802E+00
8.3089037E+00,7.6289078E+00
7.310919E+00,7.3524832E+00
7.4536607E+00,6.1574117E+00
8.8823912E+00,6.2222483E+00
8.4698526E+00,9.2972935E+00
6.4378182E+00,6.4356831E+00
9.9016203E+00,8.179497E+00
9.1470749E+00,8.2258054E+00
6.4609824E+00,9.0446842E+00
7.6983491E+00,6.6369037E+00
7.9481705E+00,6.6694827E+00
7.5876338E+00,5.5311885E+00
7.8986448E+00,6.2220556E+00
6.8242343E+00,6.9995738E+00
7.9925867E+00,7.8832007E+00
7.460243E+00,8.0447234E+00
8.2213671E+00,6.9232787E+00
8.448906E+00,6.9557308E+00
7.8770759E+00,6.1314451E+00
7.6678577E+00,8.296576E+00
9.0415572E+00,8.2035272E+00
7.7995625E+00,7.7395015E+00
7.6509944E+00,8.5811422E+00
7.4154898E+00,7.6715582E+00
8.9912214E+00,9.5836734E+00
6.9802847E+00,7.8651848E+00
7.8155286E+00,9.0283262E+00
8.7858334E+00,8.7275471E+00
6.024225E+00,1.0399E+01
6.5028321E+00,4.9260787E+00
8.0194408E+00,6.4750453E+00
8.1356193E+00,9.0825998E+00
7.6019705E+00,9.2007E+00
8.0520078E+00,7.2551554E+00
5.9577353E+00,4.1437544E+00
7.0759697E+00,7.1290212E+00
6.5038488E+00,8.8911491E+00
6.7874337E+00,7.2929934E+00
5.8251111E+00,9.170574E+00
7.7621315E+00,8.6801314E+00
7.2016898E+00,6.6130965E+00
8.1431377E+00,5.9220162E+00
5.773388E+00,8.4454354E+00
6.604868E+00,8.6019824E+00
8.3023017E+00,7.1439807E+00
7.9382496E+00,5.6075631E+00
6.2487133E+00,7.9905744E+00
8.2503142E+00,8.2017569E+00
1.0125E+01,7.206444E+00
8.3342109E+00,6.9131745E+00
8.3570464E+00,6.2732643E+00
7.2246031E+00,1.0520E+01
9.4820194E+00,9.109256E+00
6.7046276E+00,7.5955963E+00
9.2760088E+00,7.484529E+00
7.8568446E+00,6.1725254E+00
8.5890328E+00,6.9912148E+00
6.2483977E+00,6.5205021E+00
7.6420641E+00,6.167728E+00
6.7419568E+00,8.2614417E+00
7.5522489E+00,8.1822707E+00
7.1645093E+00,7.2040566E+00
8.9758023E+00,6.9754727E+00
8.1184165E+00,7.0795264E+00
1.0134E+01,6.8490685E+00
8.7480886E+00,7.711009E+00
7.8304676E+00,8.4277478E+00
7.6002722E+00,7.3390917E+00
5.3995007E+00,7.7095569E+00
8.6459351E+00,7.2487131E+00
7.3541318E+00,7.6068864E+00
7.351685E+00,7.4095116E+00
7.7834973E+00,9.020287E+00
7.5098118E+00,7.2350645E+00
8.1552122E+00,7.4396276E+00
4.7341005E+00,7.5426367E+00
6.5810322E+00,6.9335792E+00
7.1011468E+00,6.2895251E+00
8.7393638E+00,5.5358201E+00
7.9921066E+00,6.3509644E+00
9.5563253E+00,7.6999583E+00
5.970234E+00,7.9025867E+00
7.8965266E+00,6.9521935E+00
7.1609032E+00,7.3710577E+00
5.2136333E+00,1.0157E+01
7.8065708E+00,8.3311592E+00
9.0573989E+00,5.9515228E+00
6.8405177E+00,9.1827542E+00
7.6250964E+00,9.6623408E+00
7.0687496E+00,6.3705769E+00
8.2583414E+00,7.5021061E+00
9.5325187E+00,7.1153969E+00
5.9961232E+00,5.5476683E+00
8.1782345E+00,6.9608131E+00
6.8472057E+00,7.8111046E+00
8.8187283E+00,6.9702213E+00
9.5260298E+00,7.0676431E+00
7.2180623E+00,7.7179184E+00
5.1400712E+00,7.6755622E+00
6.8177521E+00,6.5044994E+00
9.3487391E+00,8.2478402E+00
7.171573E+00,8.8316822E+00
7.6119494E+00,8.1712499E+00
7.2902809E+00,7.3118823E+00
7.7896469E+00,7.8410066E+00
6.4489269E+00,6.1343796E+00
8.0098905E+00,9.3916546E+00
8.2738459E+00,6.9328125E+00
6.4051094E+00,7.4538396E+00
7.5017921E+00,6.1912033E+00
7.2604007E+00,8.7912391E+00
6.9082692E+00,8.0814333E+00
9.8150304E+00,6.7406552E+00
7.2748823E+00,9.9299233E+00
6.796719E+00,6.5081517E+00
8.2618329E+00,9.3280787E+00
6.7612183E+00,7.7806984E+00
6.4161163E+00,8.7117385E+00
8.4663212E+00,8.3566915E+00
8.7635282E+00,7.0795792E+00
7.8669867E+00,7.9765922E+00
7.2751316E+00,7.8172203E+00
7.2323326E+00,6.5750305E+00
6.8096877E+00,6.0151538E+00
7.9464705E+00,7.878341E+00
8.2428653E+00,6.6971932E+00
8.7645043E+00,8.0859114E+00
5.3708611E+00,7.02966E+00
5.4548115E+00,7.2610337E+00
6.8829561E+00,7.8835372E+00
7.6888837E+00,8.4813156E+00
6.3743803E+00,5.8471225E+00
7.0037936E+00,6.9081785E+00
8.3256049E+00,7.8207114E+00
7.8461182E+00,9.2409422E+00
6.8671027E+00,8.7073592E+00
7.0280841E+00,7.6901812E+00
7.865636E+00,7.6943319E+00
9.9809262E+00,7.4342486E+00
8.583205E+00,8.2612785E+00
8.3792165E+00,7.4399522E+00
7.8220081E+00,6.4966134E+00
6.5673918E+00,6.9581603E+00
6.4097506E+00,7.4034986E+00
5.9481016E+00,4.8202024E+00
6.232501E+00,6.1376254E+00
8.4666038E+00,6.9891134E+00
7.4586318E+00,7.6632625E+00
7.7991098E+00,6.1870426E+00
7.0270714E+00,6.0407856E+00
6.620735E+00,9.0796649E+00
7.3334166E+00,6.8893245E+00
7.2153433E+00,5.5407038E+00
7.5670948E+00,9.0514783E+00
7.3651144E+00,7.5660128E+00
7.2794898E+00,7.960201E+00
8.471999E+00,7.5894879E+00
7.5753558E+00,7.4606334E+00
6.9693792E+00,7.9963697E+00
6.3710731E+00,6.6351419E+00
8.3863904E+00,8.5598074E+00
8.108031E+00,6.9634931E+00
4.9645692E+00,6.3482533E+00
7.5596785E+00,7.6605609E+00
7.1055271E+00,7.3321496E+00
7.7704372E+00,8.6615337E+00
8.0442073E+00,6.1654604E+00
6.7229303E+00,6.8442831E+00
7.127366E+00,8.0634654E+00
5.669777E+00,8.0315708E+00
7.6689484E+00,7.979688E+00
6.8639784E+00,6.918446E+00
8.6790484E+00,6.9608238E+00
8.0007737E+00,8.4809654E+00
6.3263957E+00,8.625886E+00
6.2540858E+00,9.2177438E+00
8.1322822E+00,8.1706397E+00
5.7481622E+00,6.3491656E+00
7.5444898E+00,7.18423E+00
6.7292358E+00,7.6947184E+00
9.7329321E+00,8.4147272E+00
7.4044573E+00,6.9336623E+00
8.6384664E+00,7.7514505E+00
6.8522307E+00,6.7528881E+00
6.8455461E+00,7.4818628E+00
6.9184398E+00,7.0886014E+00
7.7796386E+00,7.8322618E+00
5.5545599E+00,5.9260288E+00
6.1695552E+00,6.8298836E+00
8.2643693E+00,8.0242196E+00
6.4073333E+00,7.6203472E+00
7.2890528E+00,6.6841257E+00
7.2299052E+00,7.7296011E+00
8.0131516E+00,7.7137909E+00
6.4580759E+00,7.7211992E+00
8.1910539E+00,7.7859759E+00
6.3774355E+00,8.4073774E+00
6.1112492E+00,7.2527587E+00
7.4156164E+00,7.2377558E+00
6.9670873E+00,6.4201528E+00
6.4825213E+00,8.1341265E+00
7.7501313E+00,6.1968233E+00
6.9665532E+00,6.184263E+00
8.515862E+00,9.1409459E+00
7.269458E+00,7.4699471E+00
8.0987946E+00,7.5242121E+00
9.3640718E+00,6.7470596E+00
5.5823678E+00,7.5639273E+00
6.2844821E+00,7.9348046E+00
8.7919598E+00,8.879071E+00
6.3211715E+00,8.1149702E+00
7.4313521E+00,7.6326659E+00
7.7360622E+00,7.4938261E+00
8.3428379E+00,8.6833222E+00
5.8882419E+00,7.994632E+00
7.2282855E+00,8.035306E+00
6.7041581E+00,7.0080039E+00
7.8086683E+00,6.7381179E+00
7.3439422E+00,7.1098434E+00
7.923612E+00,7.4568533E+00
8.2679849E+00,4.393035E+00
7.5750501E+00,8.4747645E+00
6.7111805E+00,9.4098017E+00
8.6571914E+00,7.2200788E+00
5.8318163E+00,8.1360571E+00
7.9265233E+00,7.3087403E+00
7.9459763E+00,8.4092359E+00
7.8977803E+00,8.5162308E+00
7.5045383E+00,7.9754446E+00
7.1492069E+00,7.908545E+00
7.4501374E+00,8.9514551E+00
6.6900965E+00,6.2428154E+00
7.5753831E+00,7.1101728E+00
8.3381985E+00,7.7925306E+00
6.7516153E+00,9.1914475E+00
8.6823376E+00,7.9013289E+00
7.1458335E+00,8.5784698E+00
5.7534199E+00,9.0600968E+00
7.2487064E+00,7.313521E+00
8.9729112E+00,6.3836792E+00
9.7373865E+00,7.4680982E+00
7.240615E+00,9.5603582E+00
8.6915434E+00,8.4057873E+00
6.6216874E+00,8.1135747E+00
