x,y
7.0359058E+00,1.1670E+01
9.7134638E+00,1.3428E+01
7.3471219E+00,1.181E+01
8.315092E+00,1.269E+01
7.6931169E+00,1.1272E+01
9.2838019E+00,1.093E+01
7.2795263E+00,1.007E+01
7.6679381E+00,1.1334E+01
8.3080054E+00,1.269E+01
8.8966903E+00,1.260E+01
6.8300426E+00,1.392E+01
6.5618415E+00,1.2920E+01
8.0960257E+00,1.3538E+01
7.6526881E+00,1.2864E+01
6.0502856E+00,1.0905E+01
5.7642054E+00,1.2428E+01
7.2889009E+00,1.0957E+01
8.6858555E+00,1.138E+01
7.6952851E+00,1.3316E+01
7.7406731E+00,1.3007E+01
8.1030831E+00,1.3429E+01
8.1000915E+00,1.2521E+01
8.28049E+00,1.1961E+01
6.2694978E+00,1.2904E+01
6.7667409E+00,1.2858E+01
7.7225317E+00,1.083E+01
8.0844226E+00,1.2420E+01
6.6660999E+00,1.3238E+01
6.9535062E+00,1.4035E+01
6.7645001E+00,1.377E+01
6.27504E+00,1.4495E+01
6.4137775E+00,1.2724E+01
8.8798059E+00,1.1185E+01
7.4258017E+00,1.268E+01
7.8207289E+00,1.1222E+01
7.8099678E+00,1.0991E+01
6.5943417E+00,1.2465E+01
8.2355573E+00,1.248E+01
6.8490945E+00,1.2401E+01
8.3051567E+00,1.3069E+01
8.0949366E+00,1.3049E+01
7.7456642E+00,1.2633E+01
7.5918824E+00,1.1270E+01
9.3978061E+00,1.4146E+01
8.1693822E+00,1.344E+01
7.8249353E+00,1.14E+01
7.0614941E+00,1.5123E+01
7.9732439E+00,1.4876E+01
7.2738914E+00,1.2556E+01
5.2154986E+00,1.1912E+01
6.8741038E+00,1.152E+01
7.6673947E+00,1.112E+01
7.4794706E+00,1.241E+01
6.4912429E+00,1.1739E+01
7.426341E+00,1.1626E+01
8.1143869E+00,1.203E+01
8.1272404E+00,1.2123E+01
7.602794E+00,1.0868E+01
8.2529985E+00,1.1657E+01
6.6876485E+00,1.458E+01
8.4518979E+00,1.4360E+01
6.3168224E+00,1.2425E+01
8.5936645E+00,9.989841E+00
7.5638705E+00,1.0313E+01
6.6109762E+00,1.303E+01
9.2855205E+00,1.1648E+01
7.5571729E+00,1.22E+01
8.4846853E+00,1.4104E+01
5.9256429E+00,1.316E+01
6.8262525E+00,1.317E+01
8.615059E+00,1.1730E+01
7.9890989E+00,1.356E+01
9.6402182E+00,1.2726E+01
7.7765353E+00,1.3071E+01
6.5356822E+00,1.197E+01
6.6253071E+00,1.308E+01
8.7635946E+00,1.3413E+01
6.0049039E+00,1.234E+01
8.0932109E+00,1.3169E+01
6.6087686E+00,1.16E+01
6.8721833E+00,1.3660E+01
7.0833233E+00,1.2570E+01
7.3922097E+00,1.198E+01
7.5479631E+00,1.15E+01
5.3680728E+00,1.2765E+01
8.269516E+00,1.2549E+01
7.5453492E+00,1.296E+01
6.9878872E+00,1.2043E+01
6.6786587E+00,1.2864E+01
7.3342716E+00,1.375E+01
8.2464737E+00,1.3597E+01
6.5305579E+00,1.1177E+01
8.8503181E+00,1.3007E+01
6.6959589E+00,1.3713E+01
6.4533884E+00,1.1660E+01
7.3875862E+00,1.250E+01
7.1495614E+00,1.2749E+01
7.8777315E+00,1.176E+01
4.7066648E+00,1.232E+01
6.8054574E+00,1.312E+01
7.0410654E+00,1.235E+01
7.1453278E+00,1.2219E+01
7.6112148E+00,1.0486E+01
7.6160071E+00,1.230E+01
6.5944752E+00,1.2580E+01
6.050763E+00,1.2702E+01
8.7046149E+00,1.2863E+01
8.2089207E+00,1.2458E+01
7.6342484E+00,1.241E+01
7.6750402E+00,1.1594E+01
7.1819783E+00,1.0306E+01
7.8853622E+00,1.0364E+01
8.8242925E+00,1.2611E+01
7.3742685E+00,1.153E+01
9.5190895E+00,1.275E+01
7.2989489E+00,1.143E+01
8.6750905E+00,1.3676E+01
4.9838848E+00,1.2373E+01
8.7489696E+00,1.1449E+01
1.0587E+01,1.1107E+01
7.2565982E+00,1.2053E+01
8.5543158E+00,1.1646E+01
7.0997503E+00,1.3064E+01
6.837752E+00,1.3019E+01
7.0868342E+00,1.1594E+01
6.4349834E+00,1.4440E+01
6.3929344E+00,1.0587E+01
6.0392748E+00,1.1969E+01
7.1574782E+00,1.091E+01
7.4245541E+00,1.5205E+01
6.8598715E+00,1.0552E+01
6.0067563E+00,1.1295E+01
6.2103284E+00,1.1510E+01
7.5314494E+00,1.300E+01
8.3466723E+00,1.315E+01
4.9950799E+00,1.4625E+01
8.5010143E+00,1.268E+01
8.1820275E+00,1.327E+01
7.4061902E+00,1.1884E+01
7.9480218E+00,1.1923E+01
7.7760983E+00,1.079E+01
6.1705342E+00,1.304E+01
6.2183211E+00,1.328E+01
8.5610076E+00,1.1049E+01
8.6356977E+00,1.278E+01
8.5507732E+00,1.265E+01
9.2711304E+00,1.0765E+01
7.4861068E+00,1.2710E+01
6.365929E+00,1.2979E+01
7.3327089E+00,1.08E+01
6.6726347E+00,1.2898E+01
7.8319997E+00,1.198E+01
8.0900801E+00,1.158E+01
8.5525422E+00,1.3370E+01
6.8905367E+00,1.212E+01
8.4951075E+00,1.145E+01
7.7871803E+00,1.1467E+01
8.6322544E+00,1.4865E+01
8.8564526E+00,1.111E+01
7.2080414E+00,1.5119E+01
9.1007941E+00,1.2998E+01
7.2687841E+00,1.1516E+01
8.2503274E+00,1.3169E+01
6.236479E+00,1.3322E+01
6.4847129E+00,1.1504E+01
7.3120387E+00,1.3144E+01
6.6745848E+00,1.249E+01
8.1540374E+00,1.2906E+01
7.1140429E+00,1.2691E+01
6.3755196E+00,1.1880E+01
7.8787964E+00,1.0732E+01
8.0649575E+00,1.2856E+01
7.1155164E+00,1.2630E+01
6.8612071E+00,1.1623E+01
6.6053791E+00,1.2449E+01
7.0841782E+00,1.2093E+01
8.6357659E+00,1.1766E+01
7.034586E+00,1.3571E+01
6.8724091E+00,1.2541E+01
7.3923076E+00,1.281E+01
9.0390818E+00,1.2817E+01
8.0847331E+00,1.4102E+01
6.4225803E+00,1.2820E+01
8.5796942E+00,1.3917E+01
8.0674534E+00,1.4324E+01
8.4559778E+00,1.25E+01
7.7278437E+00,1.4028E+01
7.4371088E+00,1.311E+01
7.6611458E+00,1.2717E+01
7.8702484E+00,1.1544E+01
7.6196098E+00,1.4311E+01
7.3721332E+00,1.3298E+01
6.7187971E+00,1.2817E+01
7.0903763E+00,1.3718E+01
7.6066993E+00,1.3165E+01
6.0536991E+00,1.1683E+01
8.2635881E+00,1.3090E+01
8.1713574E+00,1.2844E+01
6.410926E+00,1.299E+01
8.6651241E+00,1.2919E+01
7.7790399E+00,1.192E+01
6.9361167E+00,1.3612E+01
5.62794E+00,1.3699E+01
8.112578E+00,1.1104E+01
8.104256E+00,1.2690E+01
7.3865348E+00,1.3246E+01
8.3999585E+00,1.4180E+01
6.959457E+00,1.3230E+01
8.1731127E+00,1.0413E+01
7.7882901E+00,1.351E+01
8.7967846E+00,1.2854E+01
9.5115557E+00,1.3800E+01
1.0538E+01,1.2465E+01
7.8606128E+00,1.21E+01
7.3928646E+00,1.1503E+01
6.5657249E+00,1.1845E+01
6.1385755E+00,1.1203E+01
8.9915912E+00,1.1141E+01
8.5628157E+00,1.1734E+01
7.5806559E+00,1.2E+01
5.6855063E+00,1.1882E+01
7.8096049E+00,1.320E+01
6.9523037E+00,1.357E+01
9.1418386E+00,1.1781E+01
7.664158E+00,1.1223E+01
5.9897971E+00,1.1498E+01
5.429981E+00,1.2396E+01
7.5466325E+00,1.3870E+01
7.7234065E+00,1.237E+01
8.8862641E+00,1.1980E+01
7.1551703E+00,1.3060E+01
8.8406362E+00,1.112E+01
5.9756042E+00,1.4157E+01
9.1876985E+00,1.2673E+01
7.1549367E+00,1.327E+01
8.5615886E+00,1.2245E+01
7.8169432E+00,1.6133E+01
7.7833924E+00,1.1459E+01
7.2692876E+00,1.2936E+01
5.992137E+00,9.5328526E+00
7.6791699E+00,1.4452E+01
8.2756946E+00,1.0952E+01
6.931303E+00,1.2192E+01
6.7130238E+00,1.1889E+01
7.2203785E+00,1.286E+01
7.6160564E+00,1.1691E+01
7.3483629E+00,1.2863E+01
7.2686355E+00,1.2018E+01
7.7572795E+00,1.179E+01
6.5503601E+00,1.0757E+01
5.6198869E+00,1.2279E+01
7.0725974E+00,1.4514E+01
8.43317E+00,1.3423E+01
9.2078348E+00,1.259E+01
6.5541339E+00,1.2591E+01
7.657828E+00,1.2891E+01
7.2241468E+00,1.2878E+01
8.3309282E+00,1.0569E+01
9.6716316E+00,1.17E+01
6.8481219E+00,1.5986E+01
7.3529172E+00,1.1874E+01
7.1250055E+00,1.3176E+01
9.6303567E+00,1.1193E+01
8.1941331E+00,1.266E+01
7.6574712E+00,1.37E+01
7.7376999E+00,1.1976E+01
9.8127218E+00,1.1597E+01
7.9362851E+00,1.2807E+01
7.6596033E+00,1.1562E+01
6.4781574E+00,1.130E+01
8.8903332E+00,1.21E+01
8.6175423E+00,1.1855E+01
7.8649534E+00,1.3258E+01
8.8822112E+00,1.162E+01
8.8322156E+00,1.39E+01
4.7674732E+00,1.067E+01
8.6203575E+00,1.251E+01
7.5800904E+00,1.3495E+01
8.8118394E+00,1.2209E+01
7.0751579E+00,1.1880E+01
6.8810944E+00,1.0996E+01
7.4756565E+00,1.1915E+01
7.4008466E+00,1.457E+01
6.1950026E+00,1.1849E+01
6.0069432E+00,1.2955E+01
8.1274723E+00,1.175E+01
7.9137142E+00,1.3861E+01
8.4532498E+00,1.21E+01
8.2267867E+00,1.2407E+01
9.3160411E+00,1.3E+01
9.5845368E+00,1.2116E+01
8.2490664E+00,1.1107E+01
7.5138636E+00,1.3339E+01
8.1871282E+00,1.180E+01
6.6416173E+00,1.3050E+01
7.3851852E+00,1.4179E+01
7.2305924E+00,1.2547E+01
7.5994161E+00,1.2890E+01
8.0605622E+00,1.2938E+01
6.5013837E+00,1.2101E+01
6.4212961E+00,1.1964E+01
4.935857E+00,1.1142E+01
7.2778487E+00,1.2417E+01
7.8290962E+00,1.2226E+01
7.9869767E+00,1.2965E+01
6.3398297E+00,1.1933E+01
