id,v0,v1,v2,v3,v4
\string165,-11.891,11.321,12.25,-9.006,1.366
\string166,5.076,3.708,11.672,20.336,-4.195
\string167,22.232,8.507,5.247,7.527,15.847
\string168,2.388,-6.984,0.956,14.536,-15.045
\string169,-16.906,21.508,-2.854,5.306,12.943
\string170,1.801,-0.241,-6.421,-8.288,-13.807
\string171,-10.767,7.61,24.843,-6.822,19.768
\string172,5.632,-21.094,17.943,12.439,-18.487
\string173,2.475,6.306,-11.503,23.217,-6.056
\string174,9.914,21.481,2.076,-23.711,9.837
\string175,-16.282,-1.961,-17.944,2.033,-17.929
\string176,23.339,-14.062,15.938,-22.6,-18.016
\string177,12.921,12.817,-14.729,-7.222,6.615
\string178,-5.862,-11.143,-0.368,-19.754,-11.101
\string179,24.24,-10.386,-14.125,-24.298,20.064
\string180,-19.3,-20.269,-19.352,7.508,24.176
\string181,-2.862,17.514,-18.81,21.856,19.17
\string182,-13.569,0.286,-4.735,13.747,11.6
\string183,11.196,-13.658,5.831,-18.019,-5.137
\string184,1.814,-7.013,-24.748,15.371,-23.844
\string185,1.64,-1.716,-3.582,-2.795,-10.166
\string186,4.477,-22.197,14.813,-6.715,15.133
\string187,23.177,9.485,-24.555,5.204,19.703
\string188,-17.158,-3.372,14.925,-2.276,1.867
\string189,-9.909,-7.621,10.03,13.78,-11.464
\string190,-20.515,-5.054,-21.356,-3.858,-2.858
\string191,-9.023,7.266,21.066,-2.194,-0.3
\string192,12.08,18.438,-19.764,20.104,-18.309
\string193,-23.429,3.643,14.693,22.019,21.529
\string194,20.875,-21.499,5.253,-23.588,17.767
\string195,21.23,-22.378,-7.085,1.007,-17.13
\string196,-21.687,7.224,-23.973,20.559,19.797
\string197,24.552,-12.601,11.179,9.236,-18.727
\string198,-1.127,-12.483,6.943,-7.398,19.959
\string199,-8.451,-6.138,11.196,-6.698,-7.804
