id,v0,v1,v2
\string148,4.518000000000001,4.898,-2.984
\string149,-0.4290000000000003,-3.669,-4.688
\string150,2.161,0.468,3.686
\string151,-0.3220000000000001,-3.436,-2.439
\string152,-3.306,-4.989,-4.091
\string153,0.6900000000000004,-4.852,-3.958
\string154,0.9649999999999999,-3.258,3.087
\string155,1.319,-1.928,4.268000000000001
\string156,-1.623,-2.662,-0.4420000000000002
\string157,-3.869,0.8730000000000002,-3.489
\string158,-2.568,-1.538,-4.353
\string159,-0.5679999999999996,-1.994,1.171
\string160,-3.973,2.24,0.7069999999999999
\string161,0.9740000000000002,4.683999999999999,1.226
\string162,-2.562,1.928,1.181
\string163,2.9,2.298,2.702
\string164,-1.981,1.017,1.973
\string165,-0.06899999999999995,-4.657,-1.378
\string166,-1.948,0.7969999999999997,-1.388
\string167,4.776,3.929,-0.5389999999999997
\string168,-3.982,-4.282,1.355
\string169,-2.488,-2.433,-4.321
\string170,4.933999999999999,1.681,-1.028
\string171,-0.383,-4.532,-4.207
\string172,1.421,4.877000000000001,-2.072
\string173,-3.174,-0.5750000000000002,1.471
\string174,-1.843,2.581,-4.405
\string175,-4.425,0.9560000000000004,-1.656
\string176,4.037000000000001,2.793,2.519
\string177,2.445,1.742,-1.63
\string178,-2.003,-0.6769999999999996,4.795
\string179,-3.629,-1.087,0.274
\string180,0.6130000000000004,-2.365,2.108
\string181,4.823,0.899,3.581
\string182,4.954000000000001,3.801,1.853
\string183,2.909,4.746,3.346
\string184,-3.187,-1.214,0.9880000000000004
\string185,0.009999999999999787,4.712999999999999,-3.607
\string186,-4.806,-0.3170000000000002,-1.03
\string187,-2.968,4.226000000000001,0.3209999999999997
\string188,4.321,-4.732,0.8410000000000002
\string189,3.794,3.789999999999999,-4.592
\string190,-3.965,-0.2930000000000001,-3.242
\string191,-0.5720000000000001,0.2569999999999997,-1.488
\string192,2.566,0.6040000000000001,3.686
\string193,-3.014,-3.197,3.304
\string194,-0.06400000000000006,-3.424,-0.7140000000000004
\string195,1.173,-0.9459999999999997,-1.556
\string196,-3.473,-1.231,2.158
\string197,4.824,-4.481,3.821
\string198,-0.01100000000000012,2.621,-0.7210000000000001
\string199,-3.093,-0.8540000000000001,4.804
