id,v0,v1
\string194,-1.790704176115081,-16.52120016676873
\string183,-0.7212515541798113,-16.7845748432159
\string177,-0.6325843980868404,-16.79575048698542
\string175,-0.5542923219312602,-16.80045859824465
\string173,-0.1968408362612128,-16.87820404774838
\string164,-0.02177173763867535,-16.8704463887728
\string165,-0.1983948707920214,-16.83298559218863
\string171,-0.7292835418118465,-16.74635055387908
\string158,-0.4651445470215325,-16.74351901414266
\string150,-0.08561205334443346,-16.75826043151305
\string149,0.09131930622649372,16.77462616935391
\string144,0.01688017992051873,16.74536144149741
\string143,-0.0410094921147541,-16.73311259086397
\string140,0.0394344413492187,16.73357158695566
\string142,-0.1603133084541494,-16.70817747746264
\string138,-0.1256127679091398,-16.69349288475513
\string134,-0.006513107642890033,-16.68284385470085
\string130,0.2566772766067348,16.66100455299117
\string123,0.5866952653317843,16.63654007679448
\string126,0.621762789148145,16.67181701369215
\string122,0.9071658052664697,16.65424543367566
\string5,1.215604440996315,16.69277913097224
\string135,0.5298743416866983,16.77344727723169
\string7,0.4350131602408565,16.78802877314164
\string137,0.8336852807079352,16.84544043187827
\string147,-0.4157026667624116,-16.68994301536243
\string148,-0.6664773255150634,-16.65785718699936
\string153,-0.8865034983851952,-16.65398446057646
\string156,-1.03492690690326,-16.63859779815454
\string157,-1.150633623316615,-16.6315429571462
\string159,-1.295634137251026,-16.61936626347579
\string151,-1.420767558769261,-16.58315087643525
\string145,-1.253045046353901,-16.58697547722001
\string141,-1.127778144044364,-16.59219347172839
\string139,-0.8904838745854753,-16.61215065760417
\string129,-0.5116827562693927,-16.57753830477437
\string128,-0.4614807065185052,-16.57892457126254
\string6,-0.2454511505724633,-16.62364020993223
\string127,-0.0349301970199021,-16.60597992269771
\string124,0.1507854068914063,16.59044162107664
\string121,0.4869436017112758,16.58791319705845
\string117,0.8140228732687939,16.54646309484835
\string111,1.194279593257024,16.4649654472972
\string110,1.236063965152957,16.43899574585936
\string109,1.456608877212549,16.41529058628239
\string105,1.222258113237448,16.2548504659227
\string102,1.141361429830468,16.1874126262776
\string99,1.425280508355897,16.0708365063162
\string98,1.557249759414855,16.06795249287624
\string100,1.575509955425473,16.08047924049387
\string97,1.71459912675998,16.06015576657297
\string89,1.555125527616739,15.96753752604937
\string87,1.402267777287883,15.84705529248289
\string84,1.675297395034857,15.73961457387395
\string32,1.767156242487991,15.63322882468791
\string88,1.004879381010815,15.87295293795323
\string95,0.8938003233528176,16.00811157411271
\string93,0.9650179123488598,15.9977668197939
\string3,0.5837462563925397,16.09244171293793
\string103,0.1521841123724535,16.19089416863524
\string108,0.08417372496140907,16.26861440619081
\string112,-0.1427670961239748,-16.42697649641023
\string118,-0.1130630789991551,-16.485921981565
\string119,-0.1119016782236696,-16.48798109484004
\string115,0.1429034109074399,16.46500548896305
\string113,0.6001804571749901,16.47659276385784
\string104,0.733696974012008,16.23199040975223
\string114,-0.5660262706239279,-16.43734935564724
\string125,-1.218397458404913,-16.50986683835942
\string131,-1.24264670835252,-16.53718677784496
\string146,-1.64792472079447,-16.55424211287882
\string31,0.8414886579900001,15.7020196203638
\string39,1.880040034355686,15.24023211027682
\string46,2.734765228291913,14.62399347563676
\string49,2.88271678312111,14.28633011629229
\string1,2.912620368144402,14.0522989922615
\string53,2.810717267867547,13.82351037499471
\string55,3.007488382620817,13.69626482016995
\string60,2.854707323165421,13.48065456472342
\string61,3.308353389049325,13.28981074310333
\string62,3.783119081812334,12.80580146472745
\string66,4.141877955110715,12.12010334417586
\string69,4.366866017032347,11.65528712774004
\string68,3.971486539537177,11.73328151445854
\string67,3.849552545056718,11.89166421002355
\string65,3.054909637102462,12.58119130402531
\string54,2.397213334025137,13.81273440238749
\string50,2.164097228389251,14.14302851770218
\string43,0.7370053536545884,15.08779779888351
\string44,2.947841946208683,14.80331222255371
\string41,2.788415552692276,15.14446147791977
\string37,2.905417951648834,15.3508710144739
\string33,2.853540522585591,15.62566658671941
\string85,2.648999026714335,15.77438373976973
\string86,2.41098237576201,15.84175135931034
\string90,2.298727902840055,15.99941094856464
\string101,2.174635555417011,16.18618506481481
\string4,2.350946470069132,16.2317573427001
\string94,2.637950748501222,16.04877059916523
\string92,2.867251048047369,16.04543860933351
\string34,3.194148324462332,15.57974442074545
\string45,4.400053345969793,14.6583506143971
\string48,5.070877940652735,14.45324695946193
\string47,5.544051658839512,14.52086709237013
\string56,4.408800513882077,13.52525743355171
\string52,3.579658415421155,13.90160639810865
\string63,5.027156797480196,12.52057733102848
\string70,5.771359741364456,11.44281640631283
\string72,5.487800317813446,10.9406571296625
\string75,4.438393677122986,10.70307657943522
\string77,3.900660290594359,10.54005227851536
\string79,4.760674422951077,9.472513311662595
\string78,3.57382063575843,8.534601724185151
\string76,3.457806524963708,8.099134411704158
\string71,3.452854341181579,7.34910767352294
\string74,2.086739348700417,11.41907510893907
\string107,3.015582173907137,16.46959509394267
\string25,-3.097638141928779,-15.19570142356133
