id,v0,v1,v2
\string110,6.303937,6.95816,1.84147
\string111,6.291273,6.933579,1.931287
\string112,6.26607,8.601982,2.088217
\string113,6.258759,7.557662,2.129656
\string114,6.24712,9.079665,2.192629
\string115,6.245927,8.113575,2.198894
\string116,-8.902573,8.193579,2.234928
\string117,6.222902,7.098401,2.313919
\string118,6.21459,8.318062,2.353006
\string119,6.212569,8.307839,2.362335
\string120,-8.796629,8.225805,2.507647
\string121,6.158734,7.283832,2.590392
\string122,6.141022,6.650649,2.658369
\string123,6.11883,7.008004,2.739644
\string124,6.117972,7.595596,2.742709
\string125,6.10583,9.409801,2.78546
\string126,6.083313,6.844283,2.86201
\string127,6.070834,7.694718,2.903032
\string128,6.050266,8.209733,2.968663
\string129,6.04482,8.261441,2.985655
\string130,6.036699,7.196553,3.010704
\string131,6.024319,9.191447,3.048259
\string132,-8.453016,5.951523,3.253152
\string133,-8.440894,8.444135,3.276504
\string134,5.942655,7.292994,3.279345
\string135,5.920037,6.508152,3.338944
\string136,-8.38573,8.203527,3.380725
\string137,5.887451,6.015154,3.421953
\string138,5.886683,7.312755,3.423871
\string139,5.858183,8.27986,3.493881
\string140,5.849521,6.999574,3.514723
\string141,5.843908,8.567449,3.528124
\string142,5.840238,7.248265,3.536846
\string143,5.822186,7.044617,3.579247
\string144,5.814173,6.94776,3.597812
\string145,5.811158,8.661124,3.604759
\string146,5.805336,9.182755,3.618115
\string147,5.791323,7.481863,3.649942
\string148,5.786661,7.811105,3.660435
\string149,5.772427,6.752888,3.692175
\string150,5.738476,6.918446,3.766177
\string151,5.729289,8.707359,3.78581
\string152,-8.119292,7.726085,3.842728
\string153,5.68164,7.883537,3.885107
\string154,-8.08623,6.975473,3.895884
\string155,-8.072332,6.383679,3.917983
\string156,5.657584,8.035364,3.933725
\string157,5.602013,8.081433,4.04248
\string158,5.568796,7.088602,4.10528
\string159,5.535313,8.150169,4.167033
\string160,-7.903988,7.482833,4.174877
\string161,-7.8515,8.035905,4.251177
\string162,-7.776487,6.028615,4.357342
\string163,5.417564,7.607157,4.373057
\string164,5.402218,6.184263,4.398739
\string165,5.400282,6.420153,4.401961
\string166,5.391952,7.99637,4.415779
\string167,5.381252,7.880799,4.433421
\string168,5.380876,8.71897,4.43404
\string169,5.351837,7.865185,4.481318
\string170,-7.607583,6.222248,4.584928
\string171,5.262682,6.908178,4.621396
\string172,5.229371,8.210316,4.671893
\string173,5.170819,6.040786,4.758399
\string174,5.166742,7.690181,4.76432
\string175,5.128315,6.459363,4.819489
\string176,5.084188,9.415847,4.881474
\string177,4.99753,6.370577,4.999191
\string178,-7.248154,6.970222,5.023369
\string179,4.966373,7.129021,5.040286
\string180,4.871536,9.088393,5.161636
\string181,4.866675,7.269669,5.167711
\string182,4.85691,6.987142,5.179873
\string183,4.855127,6.289525,5.182087
\string184,-7.08952,8.879071,5.199737
\string185,-7.052614,8.727547,5.239419
\string186,-6.998282,8.320347,5.296949
\string187,4.735022,8.063465,5.327186
\string188,-6.92242,8.085912,5.37556
\string189,-6.916399,7.079579,5.381715
\string190,4.657961,8.877248,5.416277
\string191,4.647852,8.57847,5.427744
\string192,-6.854335,6.854464,5.44446
\string193,4.631701,7.908545,5.445962
\string194,4.575161,7.371058,5.50876
\string195,4.55756,7.204057,5.528005
\string196,-6.765639,5.53582,5.531962
\string197,-6.757595,6.495666,5.539775
\string198,4.522853,8.831682,5.565542
\string199,-6.645581,7.511995,5.646504
